Objects
100
,,Global Angle collar:collar,,,,,,Global Angle head:head,,,,,,Global Angle left_elbow:left_elbow,,,,,,Global Angle left_hand:left_hand,,,,,,Global Angle left_shoulder:left_shoulder,,,,,,Global Angle right_elbow:right_elbow,,,,,,Global Angle right_hand:right_hand,,,,,,Global Angle right_shoulder:right_shoulder,,,,,,Global Angle hip:hip,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
164,0,0.04099287483107678,-0.06536490121915385,1.531285395468887,794.1890122231466,-1936.489025534547,294.099296562527,-0.1272431033649499,0.0077077232818764255,1.5683705439462963,767.6990904173705,-1926.9110662635069,609.4704657443433,0.3735732847376788,-0.3419397841015871,0.23440276116816938,498.9224061828065,-2175.462636757885,140.748576590285,0.2496577369358635,-0.12140365308119269,-0.05467137445285165,237.9392633377528,-2180.52929464635,87.25179442638245,0.15376682269228625,-0.02568947344756066,1.837511242338097,817.5190411125495,-2118.890987243539,293.6629784818249,-0.26321806187894037,1.3986226993774227,2.4291353185726026,540.461778306946,-1650.507478917685,147.974090269073,-0.1990351505394092,0.43520281599674493,3.0509103197538177,246.64915069227592,-1631.721763739479,115.39049576129928,-0.00951425474578115,-0.012668272289737404,1.3178777110293785,809.0533635434457,-1778.7653761714914,293.1061712289034,0.09281797359813461,-0.049831537923691036,1.6453186343051525,750.8471492616565,-1943.203695595184,-60.163266411388776
165,0,0.04091778407527667,-0.06551760309464107,1.5314319335520414,794.1895504896877,-1936.4200832375536,294.0993770317814,-0.1269302107390671,0.007849190614867033,1.5686534922379438,767.7962191756557,-1926.9226172493823,609.4114914722034,0.3727380703111886,-0.34108381617699735,0.2347372774435387,498.94964088231353,-2175.526148548465,140.79496879687764,0.24998689052016915,-0.12131722987200734,-0.05481655446386601,237.96577801393033,-2180.6179656018867,87.32188397103508,0.15319036500908426,-0.025656979124954724,1.8377146748599271,817.5476687675767,-2118.7944602884913,293.65647089868514,-0.2631043017663567,1.3990609226490793,2.429222760316751,540.369698988556,-1650.5719553690126,147.98221439272072,-0.1979338948902646,0.4360171452752804,3.0513690909772846,246.56943082238757,-1631.961949623209,115.46811476980768,-0.009945265520944725,-0.01308822147898086,1.318283463675226,808.9836901199533,-1778.6839337150006,293.0945561087827,0.0929373317641363,-0.049823455100458186,1.6451794330190275,750.8621095645866,-1943.1025117241597,-60.15574648744602
166,0,0.0408709847627278,-0.06565011125499544,1.5316025748938307,794.1916635372113,-1936.3507420530661,294.1011827830124,-0.1266296257661246,0.007962850250401794,1.5689343237518376,767.8932150359432,-1926.9333248085022,609.3522643765243,0.37192262700308815,-0.3402548060088865,0.23508527458599235,498.98414453232385,-2175.594743076608,140.83980425853582,0.2503027460057367,-0.12121779979069834,-0.05496051717323586,238.00040799825854,-2180.7130452924775,87.39003302992406,0.15265380534443918,-0.025639207336822123,1.8379144373480873,817.5783887869176,-2118.6970657548964,293.6489394517724,-0.26300487999356637,1.399482418770967,2.429310949163332,540.2841124368183,-1650.6260058525945,147.98888951221528,-0.19687871211421062,0.43681189974038515,3.05185397405459,246.496634219832,-1632.2002830447914,115.54425939665383,-0.01033786164188633,-0.013496233104446044,1.3186956834658459,808.9137008745663,-1778.6017443108863,293.0850751256416,0.09305737846540449,-0.04981516368037659,1.645057613483896,750.8767149950897,-1943.0002109221807,-60.148079345828215
167,0,0.04085585150005576,-0.06575841451556302,1.5318049951988233,794.1958473384725,-1936.2809120138093,294.10479364985474,-0.12634278080943329,0.008046700915462024,1.569214992661169,767.989335269052,-1926.942514045674,609.293102341485,0.37114575232332353,-0.3394719564291203,0.23545026773234082,499.0293566410865,-2175.670455195565,140.8818950881818,0.2506027266520847,-0.12110317897501705,-0.05510123709766837,238.04675985236128,-2180.8166359547845,87.45536078313523,0.15216446635659525,-0.02563874628328128,1.8381093694461563,817.6116915504552,-2118.5987851518853,293.6401768093976,-0.26293049729316936,1.3998795153838657,2.4293961133991258,540.2084080316065,-1650.6652958498985,147.9932347109994,-0.19588635095156265,0.4375849397327131,3.052375545613272,246.43444437204923,-1632.4344687613338,115.61785859651859,-0.010687686248634112,-0.013889073637152263,1.319116850002392,808.8433789614008,-1778.518546014014,293.0778764573669,0.09318027363814076,-0.0498053805598196,1.6449569692011121,750.8908743132681,-1942.8966460581435,-60.14017632721245
168,0,0.04087478696336331,-0.06583947012531127,1.53204594189691,794.2025426069794,-1936.210442745271,294.11021266355175,-0.1260707694192273,0.008099471141638526,1.5694976444358602,768.0838349946467,-1926.9494874110997,609.23432504082,0.3704261572659579,-0.3387539586362101,0.23583617823992403,499.0886607439452,-2175.755296550847,140.9201038755028,0.25088441752024315,-0.12097171533519582,-0.05523734821183973,238.10838383743044,-2180.9307957753713,87.51705236314834,0.15172893907000912,-0.025657760524409146,1.8382983265608837,817.6480659369371,-2118.4995630567983,293.6300093756709,-0.26289209914977657,1.4002438435758133,2.429475671903344,540.1459928938592,-1650.6855610932992,147.99441300525407,-0.19497237578984114,0.4383344177938716,3.052944727172391,246.38651218583018,-1632.662304514605,115.6878772617079,-0.010990592873134353,-0.014263702695123072,1.3195495329918516,808.7727349014931,-1778.4340862702293,293.07309006340836,0.09330814173848245,-0.04979265115869525,1.6448812158069173,750.9045109099931,-1942.7916600059032,-60.131957709996485
169,0,0.04092906748540504,-0.06589138887431586,1.532330903370856,794.2121160126575,-1936.1391307206914,294.11735780751724,-0.1258143412254071,0.008120695875676199,1.569784507121737,768.1759766806089,-1926.953541378067,609.1762523361296,0.3697819561385339,-0.3381184359134876,0.23624723067912037,499.16526930422253,-2175.8511850228692,140.9533784694762,0.2511456125600477,-0.12082240770454834,-0.055368281655062246,238.1886553189671,-2181.0574562375914,87.5743844002004,0.15135288221934212,-0.02569787469509508,1.8384801846044672,817.6879805976284,-2118.3993170928393,293.61830740312246,-0.26290055250859745,1.4005664528484238,2.429548441933022,540.1001989900622,-1650.6827409816885,147.99166072091828,-0.19415067483085516,0.43905875122006033,3.0535724291389905,246.35634947069738,-1632.881726722157,115.75334139695583,-0.011242724928978699,-0.014617328815741642,1.319996268924244,808.7018206622517,-1778.3481428273749,293.0708242546221,0.09344297026745149,-0.04977538242041585,1.6448338946316952,750.9175652628695,-1942.685103687415,-60.12335802541519
170,0,0.04101872233175675,-0.06591357361497403,1.532663822668067,794.2248441404313,-1936.066728858578,294.1260569285073,-0.12557390066585358,0.008110778477932004,1.570077785280413,768.2650401984313,-1926.9539836135764,609.1192032699523,0.36923017872306113,-0.337581432011375,0.23668781896338717,499.26211392141903,-2175.9598752614197,140.9807834270992,0.251384368111597,-0.12065498823066412,-0.05549435540037356,238.29066074036294,-2181.198340555068,87.62674853289103,0.15104081216189832,-0.02576006872091717,1.838653852693699,817.7318643502142,-2118.2979480891563,293.604993635321,-0.2629663056832748,1.4008379807061275,2.429614755073154,540.0741892151707,-1650.6531105877114,147.98431342623542,-0.19343299337376443,0.4397566322895663,3.0542691579844172,246.34722481876017,-1633.0908511172508,115.81336077241946,-0.011440627815953576,-0.014947466557114463,1.320459443987184,808.6307411806662,-1778.2605427095723,293.07116079937265,0.09358651791728992,-0.0497518838042609,1.6448182653382075,750.9299972977263,-1942.5768533494215,-60.11433044472496
171,0,0.041142455222673464,-0.06590680264502399,1.5330468692974573,794.2409009943606,-1935.9929582549523,294.1360463563684,-0.1253495106995193,0.008071032123353354,1.5703795603282216,768.3503334079186,-1926.9501501606574,609.0634955530935,0.3687863173720929,-0.337156959316941,0.23716234560703728,499.3817448752066,-2176.0828930154107,141.00152682095936,0.2515990618556428,-0.12046996354604002,-0.05561681090310593,238.41709234497338,-2181.354886323782,87.67367210917244,0.15079589013162167,-0.025844590185801177,1.8388182942102869,817.7800863428317,-2118.195349911168,293.5900499748434,-0.26309904025572756,1.4010488770265335,2.429676471434423,540.0708653096419,-1650.5934067860055,147.97182727011108,-0.19282851150068836,0.440427079247262,3.0550445984831045,246.36206529533902,-1633.2880072011076,115.86714828739706,-0.011581393122597252,-0.015251994364896113,1.320941188174948,808.559662504047,-1778.1711782203151,293.07414860586874,0.09374023629781375,-0.049720415860807596,1.6448371910158572,750.9417886083802,-1942.4668261972301,-60.10485000237813
172,0,0.041297616189977036,-0.0658732520525388,1.5334802806617376,794.2603497307997,-1935.9175217806835,294.1469736570269,-0.12514090390818422,0.008003693486594068,1.570691699622448,768.4312031829317,-1926.9414221647314,609.0094453362083,0.36846391785368066,-0.3368566164998998,0.23767504091823255,499.52624354990644,-2176.2214760297816,141.014981319532,0.25178845521198695,-0.12026861380932524,-0.05573779671764745,238.57015545601632,-2181.52817551932,87.71483541506821,0.1506197178879396,-0.025950889602470897,1.8389725552229494,817.8329367487707,-2118.091418613615,293.5735217126924,-0.2633073239867106,1.401189679599191,2.4297368889184283,540.0927803745697,-1650.5009441224342,147.9537948167012,-0.1923434861073471,0.4410695257448223,3.0559071865794403,246.40336709274854,-1633.4717656896287,115.91403548163012,-0.011662831134095853,-0.01552921236272556,1.32144328438859,808.4888159020128,-1778.0800190724183,293.0797962071563,0.09390520802610057,-0.04967924580056158,1.644893020756635,750.9529444715271,-1942.354993637886,-60.09491551255245
